iata,icao,airport,latitude,longitude
WAL,KWAL,Wallops Flight Facility,37.9402,-75.4664
NLG,PAOU,Nelson Lagoon Airport,56.0075,-161.16
LFN,KLHZ,Triangle North Executive Airport (Franklin County Airport),36.0233,-78.3303
NLN,,Kneeland Airport,40.7193,-123.928
LFK,KLFK,Angelina County Airport,31.234,-94.75
LFI,KLFI,Langley Air Force Base,37.0829,-76.3605
LEX,KLEX,Blue Grass Airport,38.0365,-84.6059
NME,PAGT,Nightmute Airport,60.471,-164.701
WAY,KWAY,Greene County Airport,39.9001,-80.1331
LEW,KLEW,Auburn/Lewiston Municipal Airport,44.0485,-70.2835
WBB,,Stebbins Airport,63.516,-162.278
LEM,KLEM,Lemmon Municipal Airport,45.9187,-102.106
NNK,,Naknek Airport,58.7329,-157.02
WBK,,West Branch Community Airport,44.2448,-84.1798
NNL,PANO,Nondalton Airport,59.9802,-154.839
LEE,KLEE,Leesburg International Airport,28.8231,-81.8087
WBQ,PAWB,Beaver Airport,66.3622,-147.407
WBR,KRQB,Roben-Hood Airport,43.7226,-85.5041
WBU,KBDU,Boulder Municipal Airport,40.0394,-105.226
WBW,KWBW,Wilkes-Barre Wyoming Valley Airport,41.2972,-75.8512
LEB,KLEB,Lebanon Municipal Airport,43.6261,-72.3042
DYS,KDYS,Dyess Air Force Base,32.4208,-99.8546
WCR,PALR,Chandalar Lake Airport,67.5045,-148.483
WDG,KWDG,Enid Woodring Regional Airport,36.3792,-97.7911
LDM,KLDM,Mason County Airport,43.9625,-86.4079
LDJ,KLDJ,Linden Airport,40.6174,-74.2446
WDN,,Waldronaire Airport,48.7118,-123.018
WDR,KWDR,Barrow County Airport,33.9829,-83.6674
DYL,KDYL,Doylestown Airport,40.333,-75.1223
WEA,KWEA,Parker County Airport,32.7463,-97.6824
DXR,KDXR,Danbury Municipal Airport,41.3715,-73.4822
DXE,KMBO,Bruce Campbell Field,32.4387,-90.1031
NOT,KDVO,Marin County Airport (Gnoss Field),38.1436,-122.556
DWH,KDWH,David Wayne Hooks Memorial Airport,30.0618,-95.5528
WFB,,Ketchikan Harbor Seaplane Base,55.3499,-131.677
NPA,KNPA,NAS Pensacola (Forrest Sherman Field),30.3527,-87.3186
WFK,KFVE,Northern Aroostook Regional Airport,47.2855,-68.3128
NPH,,Nephi Municipal Airport,39.7388,-111.872
LCQ,KLCQ,Lake City Gateway Airport,30.182,-82.5769
LCK,KLCK,Rickenbacker International Airport,39.8138,-82.9278
DVT,KDVT,Phoenix Deer Valley Airport,33.6883,-112.083
WGO,KOKV,Winchester Regional Airport,39.1435,-78.1444
NPT,KUUU,Newport State Airport,41.5324,-71.2815
DVN,KDVN,Davenport Municipal Airport,41.6103,-90.5883
WHD,,Hyder Seaplane Base,55.9033,-130.01
NQA,KNQA,Millington Regional Jetport,35.3567,-89.8703
NQI,KNQI,NAS Kingsville,27.5072,-97.8097
DVL,KDVL,Devils Lake Regional Airport (Devils Lake Municipal Airport),48.1142,-98.9088
LCI,KLCI,Laconia Municipal Airport,43.5727,-71.4189
WHP,KWHP,Whiteman Airport,34.2593,-118.413
LCH,KLCH,Lake Charles Regional Airport,30.1261,-93.2233
WHT,KARM,Wharton Regional Airport,29.2543,-96.1544
DUT,PADU,Unalaska Airport,53.9001,-166.544
NQX,KNQX,NAS Key West (Boca Chica Field),24.5758,-81.6889
NRB,KNRB,NS Mayport (Admiral David L. McDonald Field),30.3911,-81.4247
DUJ,KDUJ,DuBois Regional Airport,41.1783,-78.8987
DUG,KDUG,Bisbee Douglas International Airport,31.469,-109.604
NRC,KNRC,NASA Crows Landing Airport,37.408,-121.109
DUF,,Pine Island Airport,36.2535,-75.7885
LBT,KLBT,Lumberton Municipal Airport,34.6099,-79.0594
WJF,KWJF,General William J. Fox Airfield,34.7411,-118.219
LBL,KLBL,Liberal Mid-America Regional Airport,37.0442,-100.96
NRI,,Grand Lake Regional Airport,36.5776,-94.8619
LBF,KLBF,North Platte Regional Airport (Lee Bird Field),41.1262,-100.684
LBE,KLBE,Arnold Palmer Regional Airport,40.2759,-79.4048
DUC,KDUC,Halliburton Field,34.4709,-97.9599
WKK,,Aleknagik Airport,59.2826,-158.618
WKL,,Waikoloa Heliport,19.9205,-155.861
DUA,KDUA,Durant Regional Airport-Eaker Field,33.9423,-96.3945
WLD,KWLD,Strother Field,37.1686,-97.0376
DTR,,Decatur Shores Airport,48.4998,-122.814
NRR,TJRV,Jose Aponte de la Torre Airport,18.2453,-65.6434
WLK,PASK,Selawik Airport,66.6001,-159.986
DTN,KDTN,Shreveport Downtown Airport,32.5402,-93.745
DTL,KDTL,Detroit Lakes Airport (Wething Field),46.8252,-95.8857
DTH,,Furnace Creek Airport,36.4638,-116.881
WLR,,Loring Seaplane Base,55.6013,-131.637
WLW,KWLW,Willows-Glenn County Airport,39.5164,-122.218
NRS,KNRS,NOLF Imperial Beach (Ream Field),32.5667,-117.117
LBB,KLBB,Lubbock Preston Smith International Airport,33.6636,-101.823
WMC,KWMC,Winnemucca Municipal Airport,40.8966,-117.806
NSE,KNSE,NAS Whiting Field - North,30.7242,-87.0219
DTA,KDTA,Delta Municipal Airport,39.3806,-112.508
WMH,KBPK,Ozark Regional Airport,36.3689,-92.4705
LAX,KLAX,Los Angeles International Airport,33.9425,-118.408
WMK,,Meyers Chuck Seaplane Base,55.7396,-132.255
LAW,KLAW,Lawton-Fort Sill Regional Airport,34.5677,-98.4166
NSL,KDVP,Slayton Municipal Airport,43.9868,-95.7826
WMO,PAWM,White Mountain Airport,64.6892,-163.413
LAS,KLAS,Harry Reid International Airport,36.0801,-115.152
LAR,KLAR,Laramie Regional Airport,41.3121,-105.675
NTD,KNTD,NAS Point Mugu (Naval Base Ventura County),34.1203,-119.121
WNA,PANA,Napakiak Airport,60.6903,-161.979
DSV,KDSV,Dansville Municipal Airport,42.5709,-77.7131
LAN,KLAN,Capital Region International Airport,42.7787,-84.5874
LAM,KLAM,Los Alamos County Airport,35.8798,-106.269
NTJ,,Manti-Ephraim Airport,39.3291,-111.615
DSM,KDSM,Des Moines International Airport,41.534,-93.6631
LAL,KLAL,Lakeland Linder International Airport,27.9889,-82.0186
LAA,KLAA,Lamar Municipal Airport,38.0697,-102.688
NTU,KNTU,NAS Oceana (Apollo Soucek Field),36.8207,-76.0335
DSI,KDTS,Destin Executive Airport,30.4001,-86.4715
NUI,PAQT,Nuiqsut Airport,70.21,-151.006
NUL,PANU,Nulato Airport,64.7293,-158.074
NUN,KNUN,NOLF Saufley Field,30.4694,-87.3381
WOW,PAUO,Willow Airport,61.7542,-150.052
NUP,,Nunapitchuk Airport,60.9056,-162.44
NUQ,KNUQ,Moffett Federal Airfield,37.4161,-122.049
DRU,,Drummond Airport,46.6208,-113.205
DRT,KDRT,Del Rio International Airport,29.3742,-100.927
DRO,KDRO,Durango-La Plata County Airport,37.1515,-107.754
KZB,,Zachar Bay Seaplane Base,57.553,-153.746
WPO,,North Fork Valley Airport,38.8317,-107.646
NUW,KNUW,NAS Whidbey Island (Ault Field),48.3518,-122.656
DRI,KDRI,Beauregard Regional Airport,30.8317,-93.3399
DRG,PADE,Deering Airport,66.0696,-162.766
WRB,KWRB,Robins Air Force Base,32.6401,-83.5919
NVD,KNVD,Nevada Municipal Airport,37.853,-94.3045
WRG,PAWG,Wrangell Airport,56.4843,-132.37
WRI,KWRI,McGuire Air Force Base,40.0156,-74.5917
WRL,KWRL,Worland Municipal Airport,43.9657,-107.951
DRF,,Drift River Airport,60.5889,-152.162
NVN,,Nervino Airport,39.8185,-120.353
DRE,KDRM,Drummond Island Airport,46.0093,-83.7439
DRA,KDRA,Desert Rock Airport,36.6194,-116.033
KYU,PFKU,Koyukuk Airport,64.8761,-157.727
WSB,,Steamboat Bay Seaplane Base,55.5296,-133.642
WSD,KWSD,Condron Army Airfield,32.3415,-106.403
WSF,PACS,Cape Sarichef Airport,61.1821,-149.863
WSG,KAFJ,Washington County Airport,40.1365,-80.2902
WSH,KHWV,Brookhaven Airport,40.8219,-72.8694
WSM,,Wiseman Airport,67.4046,-150.123
WSN,PFWS,South Naknek Airport,58.7034,-157.008
NWH,,Parlin Field,40.4625,-74.3306
KYO,,Tampa North Aero Park,28.2213,-82.3745
WST,KWST,Westerly State Airport,41.3496,-71.8034
WSX,,Westsound Seaplane Base,48.6179,-122.953
MFV,KMFV,Accomack County Airport,37.6469,-75.7611
NYG,KNYG,MCAF Quantico (Turner Field),38.5017,-77.3053
KYK,PAKY,Karluk Airport,57.5671,-154.45
DPG,KDPG,Michael Army Airfield,40.1994,-112.937
MGM,KMGM,Montgomery Regional Airport (Dannelly Field),32.3006,-86.394
WTK,PAWN,Noatak Airport,67.5661,-162.975
WTL,,Tuntutuliak Airport,60.3353,-162.667
DPA,KDPA,DuPage Airport,41.9078,-88.2486
NZY,KNZY,NAS North Island (Halsey Field),32.6992,-117.215
KXA,,Kasaan Seaplane Base,55.5374,-132.398
WTR,,Whiteriver Airport,33.8125,-109.987
KWT,PFKW,Kwethluk Airport,60.7903,-161.444
OAJ,KOAJ,Albert J. Ellis Airport,34.8292,-77.6121
DOV,KDOV,Dover Air Force Base,39.1295,-75.466
OAK,KOAK,Oakland International Airport,37.7213,-122.221
KWP,,West Point Village Seaplane Base,57.7701,-153.549
OAR,KOAR,Marina Municipal Airport,36.6819,-121.762
KWN,PAQH,Quinhagak Airport,59.7551,-161.845
KWK,PAGG,Kwigillingok Airport,59.8765,-163.169
OBE,KOBE,Okeechobee County Airport,27.2628,-80.8498
KWF,,Waterfall Seaplane Base,55.2963,-133.243
OBU,PAOB,Kobuk Airport,66.9123,-156.897
OCA,,Ocean Reef Club Airport,25.3254,-80.2748
KVL,PAVL,Kivalina Airport,67.7362,-164.563
WVI,KWVI,Watsonville Municipal Airport,36.9357,-121.79
OCE,KOXB,Ocean City Municipal Airport,38.3104,-75.124
WVL,KWVL,Waterville Robert LaFleur Airport,44.5332,-69.6755
DNV,KDNV,Vermilion Regional Airport,40.1992,-87.5959
WWA,PAWS,Wasilla Airport,61.5717,-149.54
WWD,KWWD,Cape May Airport,39.0085,-74.9083
DNS,KDNS,Denison Municipal Airport,41.9864,-95.3807
OCF,KOCF,Ocala International Airport (Jim Taylor Field),29.1726,-82.2242
WWP,,North Whale Seaplane Base,56.1163,-133.122
WWR,KWWR,West Woodward Airport,36.438,-99.5227
WWT,PAEW,Newtok Airport,60.9391,-164.641
OCH,KOCH,A.L. Mangham Jr. Regional Airport,31.578,-94.7095
DNN,KDNN,Dalton Municipal Airport,34.7229,-84.8702
DNL,KDNL,Daniel Field,33.4665,-82.0394
WYB,,Yes Bay Lodge Seaplane Base,55.9163,-131.801
OCN,KOKB,Oceanside Municipal Airport,33.2173,-117.354
KVC,PAVC,King Cove Airport,55.1163,-162.266
WYS,KWYS,Yellowstone Airport,44.6884,-111.118
OCW,KOCW,Washington-Warren Airport (Warren Field),35.5705,-77.0498
ODC,,Oakdale Airport,37.7563,-120.8
DMO,KDMO,Sedalia Regional Airport,38.7074,-93.1759
DMN,KDMN,Deming Municipal Airport,32.2623,-107.721
KUK,PFKA,Kasigluk Airport,60.8744,-162.524
ODM,,Garrett County Airport,39.2808,-79.3374
ODW,KOKH,A.J. Eisenberg Airport,48.2515,-122.674
OEO,KOEO,L.O. Simenstad Municipal Airport,45.31,-92.6919
DMA,KDMA,Davis-Monthan Air Force Base,32.1665,-110.883
OFF,KOFF,Offutt Air Force Base,41.1183,-95.9125
DLS,KDLS,Columbia Gorge Regional Airport (The Dalles Municipal Airport),45.6185,-121.167
DLN,KDLN,Dillon Airport,45.2554,-112.553
OFK,KOFK,Norfolk Regional Airport (Karl Stefan Memorial Field),41.9855,-97.4351
OGA,KOGA,Searle Field,41.1195,-101.77
DLL,KDLC,Dillon County Airport,34.4491,-79.3686
DLH,KDLH,Duluth International Airport,46.8421,-92.1936
DLG,PADL,Dillingham Airport,59.0447,-158.505
DLF,KDLF,Laughlin Air Force Base,29.3595,-100.778
XES,,Grand Geneva Resort Airport,42.6149,-88.3896
OGB,KOGB,Orangeburg Municipal Airport,33.4568,-80.8595
OGD,KOGD,Ogden-Hinckley Airport,41.1959,-112.012
DKK,KDKK,Chautauqua County/Dunkirk Airport,42.4933,-79.272
OGG,PHOG,Kahului Airport,20.8986,-156.43
DJN,,Delta Junction Airport,64.0504,-145.717
OGS,KOGS,Ogdensburg International Airport,44.6819,-75.4655
KTS,PFKT,Brevig Mission Airport,65.3313,-166.466
KTN,PAKT,Ketchikan International Airport,55.3556,-131.714
OIC,KOIC,Lt. Warren Eaton Airport,42.5666,-75.5241
KTH,,Tikchik Lodge Seaplane Base,59.9632,-158.477
DIK,KDIK,Dickinson Theodore Roosevelt Regional Airport,46.7974,-102.802
DHT,KDHT,Dalhart Municipal Airport,36.0226,-102.547
OJC,KOJC,Johnson County Executive Airport,38.8476,-94.7376
KTB,,Thorne Bay Seaplane Base,55.688,-132.537
OKC,KOKC,Will Rogers World Airport,35.3931,-97.6007
OKM,KOKM,Okmulgee Regional Airport,35.6681,-95.9487
DHN,KDHN,Dothan Regional Airport,31.3213,-85.4496
KSM,PASM,St. Mary's Airport,62.0605,-163.302
OKS,KOKS,Garden County Airport,41.401,-102.355
DHB,,Deer Harbor Sea Plane Base,48.6167,-123.003
OLD,KOLD,Old Town Municipal Airport and Seaplane Base (Dewitt Field),44.9528,-68.6743
OLE,KOLE,Cattaraugus County-Olean Airport,42.2422,-78.3716
DGW,KDGW,Converse County Airport,42.7972,-105.386
XMD,KMDS,Madison Municipal Airport,44.016,-97.0859
OLF,KOLF,L. M. Clayton Airport,48.0945,-105.575
OLH,,Old Harbor Airport,57.2181,-153.27
OLM,KOLM,Olympia Regional Airport,46.9694,-122.903
OLS,KOLS,Nogales International Airport,31.4177,-110.848
OLU,KOLU,Columbus Municipal Airport,41.448,-97.3426
OLV,KOLV,Olive Branch Airport,34.9787,-89.7869
OLY,KOLY,Olney-Noble Airport,38.7207,-88.1749
DGN,KNDY,Naval Surface Warfare Center Dahlgren Division,38.3325,-77.0372
XNA,KXNA,Northwest Arkansas Regional Airport,36.2819,-94.3068
OMA,KOMA,Eppley Airfield,41.3032,-95.8941
DGL,KDGL,Douglas Municipal Airport,31.3426,-109.506
DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
DFI,KDFI,Defiance Memorial Airport,41.3375,-84.4288
OME,PAOM,Nome Airport,64.5122,-165.445
OMK,KOMK,Omak Airport,48.4644,-119.518
XPR,KIEN,Pine Ridge Airport,43.0225,-102.511
DEN,KDEN,Denver International Airport,39.8617,-104.673
ONA,KONA,Winona Municipal Airport (Max Conrad Field),44.0772,-91.7083
DEH,KDEH,Decorah Municipal Airport,43.2755,-91.7394
KQA,,Akutan Seaplane Base,54.1338,-165.779
DEC,KDEC,Decatur Airport,39.8346,-88.8657
ONH,,Oneonta Municipal Airport,42.5247,-75.0644
KPY,,Port Bailey Seaplane Base,57.9301,-153.041
XSD,KTNX,Tonopah Test Range Airport,37.7988,-116.781
ONL,KONL,O'Neill Municipal Airport (John L. Baker Field),42.4699,-98.6881
DDC,KDDC,Dodge City Regional Airport,37.7634,-99.9656
ONM,KONM,Socorro Municipal Airport,34.024,-106.898
ONO,KONO,Ontario Municipal Airport,44.0205,-117.014
DCU,KDCU,Pryor Field Regional Airport,34.6527,-86.9454
DCK,,Dahl Creek Airport,66.9433,-156.905
ONP,KONP,Newport Municipal Airport,44.5804,-124.058
DBS,,Dubois Municipal Airport,44.1666,-112.226
KPV,PAPE,Perryville Airport,55.906,-159.163
ONT,KONT,Ontario International Airport,34.056,-117.601
DBQ,KDBQ,Dubuque Regional Airport,42.402,-90.7095
DBN,KDBN,W. H. 'Bud' Barron Airport,32.5644,-82.9853
KPT,,Jackpot Airport (Hayden Field),41.976,-114.658
ONY,KONY,Olney Municipal Airport,33.3522,-98.7915
DAY,KDAY,Dayton International Airport,39.9024,-84.2194
OOA,KOOA,Oskaloosa Municipal Airport,41.0048,-93.3096
OOK,PAOO,Toksook Bay Airport,60.5414,-165.087
KPR,,Port Williams Seaplane Base,58.4901,-152.582
KPN,PAKI,Kipnuk Airport,59.933,-164.031
YAK,PAYA,Yakutat Airport,59.5033,-139.66
DAN,KDAN,Danville Regional Airport,36.5729,-79.3361
OPF,KOPF,Miami-Opa Locka Executive Airport,25.907,-80.2784
DAL,KDAL,Dallas Love Field,32.8471,-96.8518
DAG,KDAG,Barstow-Daggett Airport,34.8537,-116.787
DAB,KDAB,Daytona Beach International Airport,29.1799,-81.0581
DAA,KDAA,Davison Army Airfield,38.715,-77.181
KPC,PAPC,Port Clarence Coast Guard Station,65.2537,-166.859
CZT,KCZT,Dimmit County Airport,28.5222,-99.8236
CZP,,Cape Pole Seaplane Base,55.9663,-133.797
CZO,,Chistochina Airport,62.5635,-144.669
CZN,,Chisana Airport,62.0712,-142.048
OPL,KOPL,St. Landry Parish Airport (Ahart Field),30.5584,-92.0994
CZK,KCZK,Cascade Locks State Airport,45.6769,-121.879
KPB,,Point Baker Seaplane Base,56.3519,-133.623
CZF,PACZ,Cape Romanzof LRRS Airport,61.7803,-166.039
CZC,,Copper Center 2 Airport,61.9412,-145.294
KOZ,,Ouzinkie Airport,57.9254,-152.497
KOY,,Olga Bay Seaplane Base,57.1615,-154.23
ORF,KORF,Norfolk International Airport,36.8946,-76.2012
ORH,KORH,Worcester Regional Airport,42.2673,-71.8757
CYT,PACY,Yakataga Airport,60.081,-142.495
CYS,KCYS,Cheyenne Regional Airport (Jerry Olson Field),41.1557,-104.812
ORI,KORI,Port Lions Airport,57.8853,-152.846
CYM,,Chatham Seaplane Base,57.5149,-134.946
KOT,PFKO,Kotlik Airport,63.0306,-163.533
CYF,PACK,Chefornak Airport,60.1492,-164.286
ORL,KORL,Orlando Executive Airport,28.5455,-81.3329
CXO,KCXO,Lone Star Executive Airport,30.3518,-95.4145
KOA,PHKO,Kona International Airport at Keahole,19.7388,-156.046
CXL,KCXL,Calexico International Airport,32.6695,-115.513
ORT,PAOR,Northway Airport,62.9613,-141.929
CXF,PACX,Coldfoot Airport,67.2522,-150.204
CXC,,Chitina Airport,61.5829,-144.427
CWX,,Cochise County Airport,32.2454,-109.895
CWS,,Center Island Airport,48.4901,-122.832
CWI,KCWI,Clinton Municipal Airport,41.8311,-90.3291
CWF,KCWF,Chennault International Airport,30.2106,-93.1432
ORV,PFNO,Robert (Bob) Curtis Memorial Airport,66.8179,-161.019
CWA,KCWA,Central Wisconsin Airport,44.7776,-89.6668
KNW,PANW,New Stuyahok Airport,59.4499,-157.328
CVS,KCVS,Cannon Air Force Base,34.3828,-103.322
CVO,KCVO,Corvallis Municipal Airport,44.4972,-123.29
CVN,KCVN,Clovis Municipal Airport,34.4251,-103.079
KNT,KTKX,Kennett Memorial Airport,36.2259,-90.0366
KNK,PFKK,Kokhanok Airport,59.4332,-154.804
CVG,KCVG,Cincinnati/Northern Kentucky International Airport,39.0488,-84.6678
OSB,,Grand Glaize-Osage Beach Airport,36.3058,43.1474
CUX,,Cuddihy Field,27.7218,-97.5121
OSC,KOSC,Oscoda-Wurtsmith Airport,44.4516,-83.3941
CUS,,Columbus Municipal Airport,39.2557,-85.8971
OSH,KOSH,Wittman Regional Airport,43.9844,-88.557
KNB,KKNB,Kanab Municipal Airport,37.0106,-112.531
KMY,,Moser Bay Seaplane Base,57.0256,-154.146
CUH,KCUH,Cushing Municipal Airport,35.9499,-96.7731
CUB,KCUB,Jim Hamilton-L.B. Owens Airport,33.9705,-80.9952
OSU,KOSU,Ohio State University Airport,40.0798,-83.073
CTZ,KCTZ,Clinton-Sampson County Airport,34.9756,-78.3646
CTY,KCTY,Cross City Airport,29.6355,-83.1048
CTX,,Cortland County Airport (Chase Field,42.5926,-76.2149
CTW,,Cottonwood Airport,34.73,-112.035
CTO,,Calverton Executive Airpark,40.9151,-72.7919
OSX,KOSX,Kosciusko-Attala County Airport,33.09,-89.5409
CTK,,Canton Municipal Airport,43.3089,-96.571
CTH,KMQS,Chester County G. O. Carlson Airport,39.979,-75.8655
OTG,KOTG,Worthington Municipal Airport,43.6559,-95.584
OTH,KOTH,Southwest Oregon Regional Airport,43.4171,-124.246
OTK,KTMK,Tillamook Airport,45.4182,-123.814
OTM,KOTM,Ottumwa Regional Airport,41.1066,-92.4479
CTB,KCTB,Cut Bank Municipal Airport,48.6084,-112.376
OTS,,Anacortes Airport,48.499,-122.662
CSV,KCSV,Crossville Memorial-Whitson Field,35.9513,-85.085
CSQ,KCSQ,Creston Municipal Airport,41.0214,-94.3633
CSN,KCXP,Carson Airport,39.1922,-119.734
CSM,KCSM,Clinton-Sherman Airport,35.3398,-99.2005
OTZ,PAOT,Ralph Wien Memorial Airport,66.8847,-162.599
KMO,PAMB,Manokotak Airport,58.9902,-159.05
CSG,KCSG,Columbus Airport,32.5163,-84.9389
CSE,,Buckhorn Ranch Airport,38.8519,-106.928
OUN,KOUN,University of Oklahoma Westheimer Airport (Max Westheimer Airport),35.2456,-97.4721
KLW,PAKW,Klawock Airport,55.5792,-133.076
CRX,KCRX,Roscoe Turner Airport,34.915,-88.6035
CRW,KCRW,Yeager Airport,38.3731,-81.5932
CRT,KCRT,Z. M. Jack Stell Field,33.1783,-91.8802
CRS,KCRS,C. David Campbell Field (Corsicana Municipal Airport),32.0281,-96.4006
CRP,KCRP,Corpus Christi International Airport,27.7704,-97.5012
CRO,KCRO,Corcoran Airport,36.1025,-119.595
OVE,KOVE,Oroville Municipal Airport,39.4878,-121.622
KLS,KKLS,Southwest Washington Regional Airport,46.118,-122.898
CRG,KCRG,Jacksonville Executive at Craig Airport,30.3363,-81.5144
CRE,KCRE,Grand Strand Airport,33.8117,-78.7239
OWA,KOWA,Owatonna Degner Regional Airport,44.1234,-93.2606
CPX,TJCP,Benjamin Rivera Noriega Airport,18.3133,-65.3043
CPS,KCPS,St. Louis Downtown Airport,38.5707,-90.1562
CPR,KCPR,Casper-Natrona County International Airport,42.908,-106.464
CPM,KCPM,Compton/Woodley Airport,33.89,-118.244
OWB,KOWB,Owensboro-Daviess County Airport,37.7401,-87.1668
OWD,KOWD,Norwood Memorial Airport,42.1905,-71.1729
COU,KCOU,Columbia Regional Airport,38.8181,-92.2196
COT,KCOT,Cotulla-La Salle County Airport,28.4567,-99.2203
COS,KCOS,Colorado Springs Airport,38.8058,-104.701
OWK,KOWK,Central Maine Airport of Norridgewock,44.7155,-69.8665
COP,,Cooperstown-Westville Airport,42.6292,-74.891
CON,KCON,Concord Municipal Airport,43.2027,-71.5023
COM,KCOM,Coleman Municipal Airport,31.8411,-99.4036
COI,KCOI,Merritt Island Airport,28.3416,-80.6855
COF,KCOF,Patrick Air Force Base,28.2349,-80.6101
COE,KCOE,Coeur d'Alene Airport,47.7743,-116.82
COD,KCOD,Yellowstone Regional Airport,44.5202,-109.024
COA,,Columbia Airport,38.0304,-120.415
CNY,KCNY,Canyonlands Field,38.755,-109.755
KLN,PALB,Larsen Bay Airport,57.5351,-153.978
CNW,KCNW,TSTC Waco Airport,31.6378,-97.0741
CNU,KCNU,Chanute Martin Johnson Airport,37.6688,-95.4851
CNO,KCNO,Chino Airport,33.9747,-117.637
CNM,KCNM,Cavern City Air Terminal,32.3375,-104.263
CNK,KCNK,Blosser Municipal Airport,39.5493,-97.6523
CNH,KCNH,Claremont Municipal Airport,43.3704,-72.3687
CNE,,Fremont County Airport,38.428,-105.106
OXC,KOXC,Waterbury-Oxford Airport,41.4786,-73.1352
OXD,KOXD,Miami University Airport,39.5023,-84.7844
KLL,,Levelock Airport,59.1281,-156.859
CMY,KCMY,Sparta/Fort McCoy Airport,43.9583,-90.7379
CMX,KCMX,Houghton County Memorial Airport,47.1684,-88.4891
KLG,PALG,Kalskag Airport,61.5363,-160.341
OXR,KOXR,Oxnard Airport,34.2008,-119.207
KKU,,Ekuk Airport,58.8112,-158.559
OZA,KOZA,Ozona Municipal Airport,30.7353,-101.203
OZR,KOZR,Cairns Army Airfield,31.2757,-85.7134
PAE,KPAE,Paine Field (Snohomish County Airport),47.9063,-122.282
PAH,KPAH,Barkley Regional Airport,37.0608,-88.7738
CMI,KCMI,University of Illinois Willard Airport,40.0392,-88.2781
CMH,KCMH,John Glenn Columbus International Airport,39.998,-82.8919
PAK,PHPA,Port Allen Airport,21.8969,-159.603
PAM,KPAM,Tyndall Air Force Base,30.0696,-85.5754
CLW,KCLW,Clearwater Air Park,27.9767,-82.7587
CLT,KCLT,Charlotte Douglas International Airport,35.214,-80.9431
CLS,KCLS,Chehalis-Centralia Airport,46.677,-122.983
CLR,KCLR,Cliff Hatfield Memorial Airport,33.1315,-115.521
PAO,KPAO,Palo Alto Airport (Santa Clara County Airport),37.4611,-122.115
CLP,PFCL,Clarks Point Airport,58.8337,-158.529
CLM,KCLM,William R. Fairchild International Airport,48.1202,-123.5
CLL,KCLL,Easterwood Airport (Easterwood Field),30.5886,-96.3638
CLK,KCLK,Clinton Regional Airport,35.5383,-98.9327
KKL,,Karluk Lake Seaplane Base,57.367,-154.028
PAQ,PAAQ,Palmer Municipal Airport,61.5949,-149.089
CLI,KCLI,Clintonville Municipal Airport,44.6138,-88.7313
CLG,,New Coalinga Municipal Airport,36.1631,-120.294
CLE,KCLE,Cleveland Hopkins International Airport,41.4117,-81.8498
CLD,KCRQ,McClellan-Palomar Airport,33.1283,-117.28
KKK,,Kalakaket Creek Air Station,64.4166,-156.82
CKX,,Chicken Airport,64.0713,-141.952
CKV,KCKV,Clarksville-Montgomery County Regional Airport (Outlaw Field),36.6219,-87.415
CKU,,Cordova Municipal Airport,60.5439,-145.727
CKR,,Crane Island Airstrip,48.5978,-122.998
CKN,KCKN,Crookston Municipal Airport (Kirkwood Field),47.8417,-96.6216
YKM,KYKM,Yakima Air Terminal (McAllister Field),46.5682,-120.544
YKN,KYKN,Chan Gurney Municipal Airport,42.9167,-97.3859
KKI,,Akiachak Airport,60.9048,-161.422
CKM,KCKM,Fletcher Field,34.2997,-90.5123
KKH,PADY,Kongiganak Airport,59.9608,-162.881
KKB,,Kitoi Bay Seaplane Base,58.1909,-152.37
CKK,KCVK,Sharp County Regional Airport,36.2649,-91.5626
KKA,PAKK,Koyuk Alfred Adams Airport,64.9395,-161.154
CKE,,Lampson Field,38.9906,-122.901
CKD,,Crooked Creek Airport,61.8679,-158.135
PBF,KPBF,Grider Field,34.1731,-91.9356
CKB,KCKB,North Central West Virginia Airport,39.2966,-80.2281
CKA,KCKA,Kegelman Air Force Auxiliary Field,36.7439,-98.1231
PBG,KPBG,Plattsburgh International Airport,44.6509,-73.4681
PBI,KPBI,Palm Beach International Airport,26.6832,-80.0956
KIP,KCWC,Kickapoo Downtown Airport,33.8578,-98.4904
PCA,PAOC,Portage Creek Airport,58.9065,-157.714
PCD,KPDC,Prairie du Chien Municipal Airport,43.0193,-91.1237
KIC,KKIC,Mesa Del Rey Airport,36.228,-121.122
KIB,,Ivanof Bay Seaplane Base,55.8975,-159.489
PCT,,Princeton Airport,40.3992,-74.6589
CIU,KCIU,Chippewa County International Airport,46.2508,-84.4724
PCU,,Poplarville-Pearl River County Airport,30.786,-89.5045
CIR,KCIR,Cairo Regional Airport,37.0645,-89.2196
MGE,KMGE,Dobbins Air Reserve Base,33.9154,-84.5163
CIN,KCIN,Arthur N. Neu Airport,42.0462,-94.789
CIL,,Council Airport,64.8979,-163.703
CIK,PACI,Chalkyitsik Airport,66.645,-143.74
PDB,,Pedro Bay Airport,59.7896,-154.124
CIG,KCAG,Craig-Moffat Airport,40.4952,-107.522
CID,KCID,The Eastern Iowa Airport,41.8847,-91.7108
CIC,KCIC,Chico Municipal Airport,39.7954,-121.858
CHZ,,Chiloquin State Airport,42.5794,-121.879
